trading_pair,start_time,end_time,total_quantity,avg_entry_price,avg_exit_price,pnl_usdt,pnl_percentage,duration_minutes,max_position_size,entry_count,exit_count
XRP/USDT:USDT,2025-07-24 05:06:05.884000+00:00,2025-07-24 06:30:02.518000+00:00,1619.3,3.087805170311245,3.0946,11.00286771500032,0.22005370526890114,83.9439,1619.3,3,1
XRP/USDT:USDT,2025-07-24 23:34:19.352000+00:00,2025-07-25 01:45:04.446000+00:00,798.6,3.13868961,3.1274,-9.01588254599983,-0.35969182693410023,130.75156666666666,798.6,1,1
XRP/USDT:USDT,2025-07-25 03:06:18.010000+00:00,2025-07-25 04:45:02.807000+00:00,816.8,3.06409781,3.0899,21.075228792000416,0.8420811475336197,98.74661666666665,816.8,1,1
XRP/USDT:USDT,2025-07-28 13:22:06.761000+00:00,2025-07-28 15:30:00.975000+00:00,784.3,3.1912,3.1739,-13.568389999999908,-0.5421158185008738,127.90356666666666,784.3,1,1
XRP/USDT:USDT,2025-07-29 16:34:05.092000+00:00,2025-07-29 17:00:03.738000+00:00,817.0,3.05995553,3.1054,37.128131990000384,1.4851349816838832,25.977433333333334,817.0,1,1
XRP/USDT:USDT,2025-07-30 11:49:47.091000+00:00,2025-07-30 12:30:03.052000+00:00,820.5,3.048,3.0735,20.92275000000018,0.8366141732283536,40.266016666666665,820.5,1,1
XRP/USDT:USDT,2025-07-30 19:00:08.505000+00:00,2025-07-30 20:00:02.373000+00:00,820.5,3.04732561,3.0964,40.26553699499982,1.6104084787972421,59.8978,820.5,1,1
XRP/USDT:USDT,2025-07-31 15:11:08.996000+00:00,2025-07-31 15:45:02.436000+00:00,813.0,3.07597921,3.0961,16.35820227000022,0.6541263326679074,33.89066666666667,813.0,1,1
XRP/USDT:USDT,2025-07-31 22:09:22.360000+00:00,2025-07-31 23:15:04.519000+00:00,826.5,3.0255,3.0382,10.496549999999843,0.419765328044945,65.70265,826.5,1,1
XRP/USDT:USDT,2025-08-01 08:04:10.755000+00:00,2025-08-01 09:30:01.752000+00:00,853.0,2.9312,2.9345,2.8148999999998523,0.11258187772925174,85.84995,853.0,1,1
XRP/USDT:USDT,2025-08-01 22:28:07.946000+00:00,2025-08-01 23:30:03.429000+00:00,854.2,2.92755162,2.956,24.30060619599999,0.9717464862327512,61.92471666666667,854.2,1,1
XRP/USDT:USDT,2025-08-02 14:20:26.612000+00:00,2025-08-02 17:15:03.249000+00:00,2619.5,2.86442806827448,2.8572,-18.933924844999638,-0.25233896967201147,174.6106166666667,2619.5,3,1
XRP/USDT:USDT,2025-08-03 00:38:04.808000+00:00,2025-08-03 00:45:05.162000+00:00,328.9,2.7289,2.7778,16.083210000000008,1.791930814613948,7.0059,328.9,1,1
XRP/USDT:USDT,2025-08-05 14:31:36.698000+00:00,2025-08-05 16:30:02.330000+00:00,420.9,2.97140614,2.9825,4.669405674000018,0.37335387615508003,118.4272,420.9,1,1
XRP/USDT:USDT,2025-08-08 15:07:44.288000+00:00,2025-08-08 17:00:03.232000+00:00,385.8,3.2410053099999994,3.2453,1.6568914020001557,0.13251104485232712,112.31573333333334,385.8,1,1
XRP/USDT:USDT,2025-08-10 08:04:11.898000+00:00,2025-08-10 09:00:04.025000+00:00,396.0,3.15965089,3.2081,19.185847559999957,1.5333690868613616,55.86878333333333,396.0,1,1
XRP/USDT:USDT,2025-08-11 12:32:04.190000+00:00,2025-08-11 13:45:03.235000+00:00,1563.8,3.2006,3.218,27.210119999999733,0.543648065987622,72.98408333333333,1563.8,1,1
DOGE/USDT:USDT,2025-07-24 05:27:30.043000+00:00,2025-07-24 05:45:02.533000+00:00,10718.0,0.23350036999999998,0.23596,26.36231434000001,1.0533730631775877,17.5415,10718.0,1,1
DOGE/USDT:USDT,2025-07-25 00:07:29.735000+00:00,2025-07-25 01:30:04.685000+00:00,21922.0,0.2283323976434632,0.2279,-9.479021140000441,-0.18937200674360222,82.5825,21922.0,3,1
DOGE/USDT:USDT,2025-07-25 15:41:09.612000+00:00,2025-07-25 16:00:07.582000+00:00,11318.0,0.22112067,0.22428,35.75729694000029,1.4287809457162126,18.966166666666666,11318.0,1,1
DOGE/USDT:USDT,2025-07-28 14:25:51.681000+00:00,2025-07-28 15:15:01.461000+00:00,10741.0,0.23294077,0.23348000000000002,5.791869430000133,0.23148803019755299,49.163000000000004,10741.0,1,1
DOGE/USDT:USDT,2025-07-29 15:32:35.384000+00:00,2025-07-29 16:00:07.261000+00:00,11328.0,0.2210104,0.22255000000000003,17.440588800000114,0.6966188016491577,27.53128333333333,11328.0,1,1
DOGE/USDT:USDT,2025-07-30 19:04:24.433000+00:00,2025-07-30 19:45:02.601000+00:00,23631.0,0.21180493961321992,0.21596,98.18823200000043,1.9617391333590761,40.63613333333333,23631.0,2,1
DOGE/USDT:USDT,2025-07-31 14:22:42.729000+00:00,2025-07-31 15:15:03.326000+00:00,11603.0,0.21556849,0.21565,0.9457605300003706,0.03781164863196469,52.34328333333334,11603.0,1,1
DOGE/USDT:USDT,2025-07-31 22:06:43.035000+00:00,2025-07-31 23:15:02.145000+00:00,11867.0,0.21089568000000003,0.21168000000000003,9.307525440000063,0.37189950974813957,68.3185,11867.0,1,1
DOGE/USDT:USDT,2025-08-01 08:06:06.471000+00:00,2025-08-01 08:45:03.940000+00:00,12394.0,0.20199088000000004,0.20443000000000003,30.230453279999892,1.2075396671374425,38.957816666666666,12394.0,1,1
DOGE/USDT:USDT,2025-08-01 22:27:35.854000+00:00,2025-08-01 23:15:04.551000+00:00,25349.0,0.19791570569766065,0.19988000000000003,49.79289627000071,0.9924903611945077,47.47828333333334,25349.0,2,1
DOGE/USDT:USDT,2025-08-02 06:42:52.161000+00:00,2025-08-02 07:30:03.185000+00:00,12821.0,0.19510246,0.19803,37.533990339999946,1.5005141401087387,47.18373333333333,12821.0,1,1
DOGE/USDT:USDT,2025-08-05 14:42:35.588000+00:00,2025-08-05 15:15:03.970000+00:00,6305.0,0.19844157999999998,0.19953,6.862488100000064,0.5484838409369701,32.47303333333333,6305.0,1,1
DOGE/USDT:USDT,2025-08-10 07:38:10.501000+00:00,2025-08-10 08:30:04.588000+00:00,10814.0,0.23147525787405213,0.23281,14.43390135000027,0.576624101515902,51.90145,10814.0,2,1
DOGE/USDT:USDT,2025-08-11 11:28:02.047000+00:00,2025-08-11 13:45:03.235000+00:00,43942.0,0.22773100462450505,0.22920000000000001,64.5505947900001,0.6450572586359642,137.0198,43942.0,2,1
DOGE/USDT:USDT,2025-08-11 22:21:00.218000+00:00,2025-08-11 23:00:01.688000+00:00,22531.0,0.22199183000000003,0.22283999999999998,19.110118269999475,0.38207261951936544,39.024499999999996,22531.0,1,1
ICP/USDT:USDT,2025-07-24 05:49:14.983000+00:00,2025-07-24 06:30:04.505000+00:00,459.0,5.4451240737254905,5.461,7.287050160000035,0.2915622501811562,40.82536666666667,459.0,2,1
ICP/USDT:USDT,2025-07-25 00:35:34.957000+00:00,2025-07-25 01:45:04.446000+00:00,462.0,5.416017168961038,5.456,18.472067940000215,0.7382330925407953,69.49148333333332,462.0,2,1
ICP/USDT:USDT,2025-07-25 03:33:08.445000+00:00,2025-07-25 04:45:04.815000+00:00,469.0,5.33812607,5.391,24.797873169999548,0.9904960899508884,71.9395,469.0,1,1
ICP/USDT:USDT,2025-07-25 15:39:42.447000+00:00,2025-07-25 16:15:04.421000+00:00,466.0,5.367,5.429,28.89200000000028,1.1552077510713732,35.366233333333334,466.0,1,1
ICP/USDT:USDT,2025-07-28 13:32:10.007000+00:00,2025-07-28 15:30:05.462000+00:00,873.0,5.7281119427262315,5.712999999999999,-13.19272600000022,-0.26382065988464737,117.92425,873.0,2,1
ICP/USDT:USDT,2025-07-29 14:52:50.573000+00:00,2025-07-29 17:00:07.534000+00:00,458.0,5.46005149,5.448,-5.519582419999551,-0.2207211785835928,127.28268333333334,458.0,1,1
ICP/USDT:USDT,2025-07-30 11:26:21.202000+00:00,2025-07-30 12:30:05.755000+00:00,475.0,5.270725012063158,5.301,14.380619269999897,0.5743989274255674,63.74255,475.0,2,1
ICP/USDT:USDT,2025-07-30 19:05:59.338000+00:00,2025-07-30 19:45:06.078000+00:00,479.0,5.22056277131524,5.36,66.79043253999998,2.6709233236483203,39.11233333333333,479.0,2,1
ICP/USDT:USDT,2025-07-31 13:15:55.985000+00:00,2025-07-31 15:00:02.738000+00:00,935.0,5.355291361155079,5.346,-8.687422679999145,-0.1734987048972673,104.11255,935.0,2,1
ICP/USDT:USDT,2025-08-01 00:11:26.117000+00:00,2025-08-01 01:00:05.272000+00:00,968.0,5.170288778181819,5.22,48.12046271999952,0.9614786320632316,48.65258333333334,968.0,2,1
ICP/USDT:USDT,2025-08-01 06:43:20.467000+00:00,2025-08-01 07:00:07.054000+00:00,489.0,5.109836144478527,5.156,22.574125349999576,0.9034312298126081,16.77645,489.0,2,1
ICP/USDT:USDT,2025-08-01 22:27:37.987000+00:00,2025-08-01 23:15:06.532000+00:00,506.0,4.948,5.005,28.841999999999643,1.1519805982214895,47.47575,506.0,1,1
ICP/USDT:USDT,2025-08-05 14:21:56.732000+00:00,2025-08-05 16:30:04.711000+00:00,245.0,5.1194154,5.096,-5.736773000000085,-0.45738425524133763,128.13298333333333,245.0,1,1
ICP/USDT:USDT,2025-08-10 08:00:42.115000+00:00,2025-08-10 08:45:06.576000+00:00,225.0,5.562,5.604,9.450000000000045,0.7551240560949335,44.40768333333333,225.0,1,1
ICP/USDT:USDT,2025-08-11 11:53:04.937000+00:00,2025-08-11 13:45:05.166000+00:00,911.0,5.49293024,5.523,27.393551359999947,0.5474265771851482,112.00381666666667,911.0,1,1
ICP/USDT:USDT,2025-08-11 21:31:28.676000+00:00,2025-08-11 23:15:01.694000+00:00,928.0,5.39125365682112,5.380000000000001,-10.443393529999412,-0.2087391456137796,103.55030000000001,928.0,2,1
IOTA/USDT:USDT,2025-07-24 05:49:19.085000+00:00,2025-07-24 06:15:03.905000+00:00,12465.7,0.20079999999999998,0.20079999999999998,0.0,0.0,25.747,12465.7,1,1
IOTA/USDT:USDT,2025-07-28 16:12:11.140000+00:00,2025-07-28 16:30:05.002000+00:00,12058.0,0.20748222433869629,0.20879999999999999,15.889738924000085,0.6351270165450675,17.8977,12058.0,2,1
IOTA/USDT:USDT,2025-07-30 19:06:09.132000+00:00,2025-07-30 19:45:06.078000+00:00,13082.5,0.19106701999999998,0.1974,82.85121084999992,3.3145332983159492,38.9491,13082.5,1,1
IOTA/USDT:USDT,2025-07-31 14:17:10.011000+00:00,2025-07-31 15:30:06.299000+00:00,12832.4,0.19500000000000003,0.1958,10.265919999999824,0.41025641025640314,72.93813333333333,12832.4,1,1
IOTA/USDT:USDT,2025-08-01 00:50:47.981000+00:00,2025-08-01 01:00:05.272000+00:00,13648.6,0.18332187266386293,0.1874,55.66072876000044,2.224572156544944,9.288183333333334,13648.6,2,1
IOTA/USDT:USDT,2025-08-01 22:31:16.791000+00:00,2025-08-01 23:15:06.532000+00:00,14344.1,0.17469999999999997,0.1789,60.245220000000245,2.4041213508872454,43.82901666666667,14344.1,1,1
IOTA/USDT:USDT,2025-08-11 13:08:55.304000+00:00,2025-08-11 13:45:07.122000+00:00,24789.800000000003,0.20193365453803577,0.20509999999999998,78.49307073299951,1.5680127560746784,36.19696666666667,24789.8,3,1
SOL/USDT:USDT,2025-07-24 05:54:51.805000+00:00,2025-07-24 07:15:01.505000+00:00,27.5,181.95616060544,182.64,18.805583350399502,0.37582645857363567,80.16166666666666,27.5,2,1
SOL/USDT:USDT,2025-07-25 00:33:35.641000+00:00,2025-07-25 01:45:02.460000+00:00,13.81,181.24435262999998,182.62000000000003,18.997690179700385,0.7590015082060699,71.44698333333334,13.81,1,1
SOL/USDT:USDT,2025-07-25 03:33:14.741000+00:00,2025-07-25 04:45:02.807000+00:00,14.21,175.95313816,178.13,30.93320674639972,1.2371827310181236,71.80109999999999,14.21,1,1
SOL/USDT:USDT,2025-07-28 18:20:00.275000+00:00,2025-07-28 19:15:01.083000+00:00,13.55,184.66496579,185.8,15.37971354550018,0.6146451251022721,55.013466666666666,13.55,1,1
SOL/USDT:USDT,2025-07-30 19:05:47.461000+00:00,2025-07-30 20:00:04.376000+00:00,14.53,172.5281707,175.99,50.30037972900027,2.0065298820211854,54.28191666666667,14.53,1,1
SOL/USDT:USDT,2025-08-01 00:43:58.482000+00:00,2025-08-01 01:45:01.450000+00:00,29.65,168.8655739452344,170.22,40.15873252380061,0.802073521039214,61.04946666666667,29.65,2,1
SOL/USDT:USDT,2025-08-05 16:40:30.354000+00:00,2025-08-05 17:30:02.819000+00:00,7.67,163.06,164.27,9.280700000000024,0.7420581381086736,49.54108333333333,7.67,1,1
SOL/USDT:USDT,2025-08-10 08:04:08.909000+00:00,2025-08-10 08:30:04.588000+00:00,7.04,177.78548958,179.58,12.633353356800171,1.0093683259749553,25.927983333333334,7.04,1,1
SOL/USDT:USDT,2025-08-11 13:25:44.789000+00:00,2025-08-11 13:45:03.235000+00:00,28.19,177.42842997,179.22,50.50435914569971,1.0097423678397606,19.307433333333332,28.19,1,1
SUI/USDT:USDT,2025-07-24 05:56:34.982000+00:00,2025-07-24 06:30:04.505000+00:00,693.8,3.6054009500000004,3.6295000000000006,16.71992089000014,0.6684152562837762,33.49205,693.8,1,1
SUI/USDT:USDT,2025-07-25 00:35:27.454000+00:00,2025-07-25 01:45:02.460000+00:00,680.2,3.6784020800000006,3.6882,6.664545183999962,0.26636348574487384,69.58343333333333,680.2,1,1
SUI/USDT:USDT,2025-07-28 14:25:12.294000+00:00,2025-07-28 15:15:04.051000+00:00,612.0,4.09006841,4.1135,14.340133080000214,0.5728899287530586,49.86261666666667,612.0,1,1
SUI/USDT:USDT,2025-07-30 19:06:09.132000+00:00,2025-07-30 19:30:04.301000+00:00,687.0,3.6408012499999995,3.7320999999999995,62.722241250000025,2.5076554233769297,23.919483333333336,687.0,1,1
SUI/USDT:USDT,2025-07-31 13:13:18.218000+00:00,2025-07-31 14:00:04.484000+00:00,662.4,3.7767351938677534,3.7993,14.946927582000171,0.5974685799757654,46.771100000000004,662.4,2,1
SUI/USDT:USDT,2025-07-31 22:36:42.846000+00:00,2025-07-31 23:15:04.519000+00:00,688.4,3.632418416156305,3.6438,7.835082317999877,0.31333350235953633,38.361216666666664,688.4,2,1
SUI/USDT:USDT,2025-08-01 08:06:23.500000+00:00,2025-08-01 08:45:01.274000+00:00,727.0,3.4406599800000004,3.4795999999999996,28.30939453999963,1.1317601921245206,38.62956666666666,727.0,1,1
SUI/USDT:USDT,2025-08-01 22:27:50.912000+00:00,2025-08-01 23:15:04.551000+00:00,1480.1,3.380521184705088,3.4432,92.7709145179997,1.8541169207428092,47.22731666666667,1480.1,2,1
SUI/USDT:USDT,2025-08-05 14:21:52.549000+00:00,2025-08-05 15:00:03.765000+00:00,367.6,3.4084999999999996,3.409,0.18380000000001928,0.014669209329618672,38.18693333333333,367.6,1,1
SUI/USDT:USDT,2025-08-10 07:40:07.336000+00:00,2025-08-10 08:30:04.588000+00:00,327.7,3.82094139,3.8302,3.034046496999963,0.24231227477686818,49.9542,327.7,1,1
SUI/USDT:USDT,2025-08-11 10:18:29.880000+00:00,2025-08-11 11:45:04.628000+00:00,2651.8,3.7735792397669505,3.7652,-22.22006801399948,-0.22205018722405417,86.57913333333333,2651.8,2,1
ALGO/USDT:USDT,2025-07-24 05:57:04.520000+00:00,2025-07-24 11:15:05.115000+00:00,19611.2,0.2550972262829404,0.2595,86.34367591999944,1.72591987032281,318.0099166666667,19611.2,2,1
ALGO/USDT:USDT,2025-07-30 19:06:05.497000+00:00,2025-07-30 20:15:06.592000+00:00,10322.6,0.24258563999999996,0.2544,121.95491253600039,4.8701811038773934,69.01825000000001,10322.6,1,1
ALGO/USDT:USDT,2025-07-31 15:10:35.476000+00:00,2025-07-31 16:45:04.581000+00:00,9871.0,0.2534273361285584,0.2599,63.89166507500022,2.5540511810289366,94.48508333333332,9871.0,3,1
ALGO/USDT:USDT,2025-08-01 00:46:32.215000+00:00,2025-08-01 03:00:08.193000+00:00,10446.1,0.239452506761758,0.24579999999999996,66.30654911599959,2.6508359941946185,133.59963333333334,10446.1,3,1
ALGO/USDT:USDT,2025-08-11 11:49:06.251000+00:00,2025-08-11 16:15:05.279000+00:00,38577.3,0.2594050657104048,0.2634,154.11377857000116,1.5400371147936947,265.98380000000003,38577.3,4,1
BNB/USDT:USDT,2025-07-24 05:57:23.356000+00:00,2025-07-24 08:15:04.498000+00:00,3.32,752.85990917,763.65,35.823101555599806,1.4332136295975189,137.6857,3.32,1,1
BNB/USDT:USDT,2025-08-11 11:31:14.532000+00:00,2025-08-11 14:30:03.835000+00:00,6.31,798.9,801.84,18.551400000000285,0.3680060082613651,178.82171666666667,6.31,1,1
ADA/USDT:USDT,2025-07-24 06:42:29.258000+00:00,2025-07-24 08:15:04.499000+00:00,3243.0,0.77107,0.8022,100.95458999999983,4.037246942560331,92.58735,3243.0,1,1
ADA/USDT:USDT,2025-07-30 19:06:12.794000+00:00,2025-07-30 23:45:05.249000+00:00,3429.0,0.7326144899008458,0.7635,105.90641412999958,4.215792961361477,278.87425,3429.0,2,1
